1192,135000
1626,173000
918,99500
1428,182000
2019,167500
1382,165000
869,85500
1241,199900
894,110000
1121,139000
999,178400
2612,336000
1266,159895
2290,255900
1734,126000
1164,125000
1635,117000
1940,395192
2030,195000
1576,197000
2392,348000
1742,168000
1851,187000
1500,173900
1718,337500
1230,121600
1050,136500
1442,185000
1077,91000
1208,206000
944,82000
691,86000
1574,232000
1680,136905
1504,181000
985,149900
1657,163500
1092,88000
1710,240000
1522,102000
1271,135000
1664,100000
1502,165000
1022,85000
1082,119200
1665,227000
1504,203000
1360,187500
1472,160000
1506,213490
1132,176000
1220,194000
1248,87000
1504,191000
2898,287000
882,112500
1264,167500
1646,293077
1376,105000
1218,118000
1928,160000
3082,197000
2520,310000
1654,230000
954,119750
845,84000
1620,315500
2263,287000
1344,97000
630,80000
1803,155000
1632,173000
1306,196000
2329,262280
2524,278000
1733,139600
2868,556581
990,145000
1771,115000
930,84900
1302,176485
1316,200141
1977,165000
1526,144500
1989,255000
1523,180000
1364,185850
1850,248000
2184,335000
1991,220000
1338,213500
894,81000
2337,90000
1103,110500
1154,154000
2260,328000
1571,178000
1611,167900
2521,151400
893,135000
1048,135000
1556,154000
1456,91500
1426,159500
1240,194000
1740,219500
1466,170000
1096,138800
848,155900
990,126000
1258,145000
1040,133000
1459,192000
1251,160000
1498,187500
996,147000
1092,83500
1953,252000
1709,137500
1247,197000
1040,92900
1252,160000
1694,136500
1200,146000
936,129000
1314,176432
1355,127000
1088,170000
1324,128000
1601,157000
438,60000
950,119500
1134,135000
1194,159500
1302,106000
2622,325000
1442,179900
2021,274725
1690,181000
1836,280000
1658,188000
1964,205000
816,129900
1008,134500
833,117000
1734,318000
1419,184100
894,130000
1601,140000
1040,133700
1012,118400
1552,212900
960,112000
698,118000
1482,163900
1005,115000
1555,174000
1530,259000
1959,215000
936,140000
1981,135000
974,93500
2210,117500
2020,239500
1600,169000
986,102000
1252,119000
1020,94000
1567,196000
1167,144000
952,139000
1868,197500
2828,424870
1006,80000
924,80000
1576,149000
1298,180000
1564,174500
1111,116900
1482,143000
932,124000
1466,149900
1811,230000
816,120500
1820,201800
1437,218000
1265,179900
1314,230000
1580,235128
1876,185000
1456,146000
1640,224000
894,129000
1258,108959
1432,194000
1502,233170
1694,245350
1671,173000
2108,235000
3627,625000
1118,171000
1261,163000
1250,171900
3086,200500
2345,239000
2872,285000
923,119500
1224,115000
1343,154900
1124,93000
2514,250000
1652,392500
4476,745000
1130,120000
1572,186700
1221,104900
1699,95000
1624,262000
1660,195000
1804,189000
1622,168000
1441,174000
1472,125000
1224,165000
1352,158000
1456,176000
1863,219210
1690,144000
1212,178000
1382,148000
864,116050
1779,197900
1348,117000
1630,213000
1074,153500
2196,271900
1056,107000
1700,200000
1283,140000
1660,290000
1845,189000
1752,164000
672,113000
960,145000
999,134500
894,125000
1902,112000
1314,229456
912,80500
1218,91500
912,115000
1211,134000
1846,143000
2136,137900
1490,184000
1138,145000
1933,214000
912,147000
1702,367294
1507,127000
2620,190000
1190,132500
1224,101800
1188,142000
1964,130000
1784,138887
1626,175500
1948,195000
1141,142500
1484,265900
1768,224900
1689,248328
1173,170000
2076,465000
1517,230000
1868,178000
